LSOA21CD,Population,Households,Working_population,Students,Unemployed,Age_over_65,Disability,No_central_heating,Overcrowding,Working_from_home
E01007262,1496,655,652,69,2.3400936,30.013369,15.5080214,5,2,270
E01007281,1340,591,558,57,2.166065,31.7910448,15.5970149,3,6,287
E01007283,1231,479,494,53,1.9961977,34.0650407,15.5158408,2,2,228
E01007173,1525,590,683,95,2.1969081,21.3910761,21.7704918,5,7,179
E01007174,1702,727,846,53,3.1617647,16.1971831,18.8601645,10,15,183
E01007176,1632,767,697,78,3.2233308,15.0030618,29.2279412,18,15,120
E01007177,1541,667,655,77,2.6807474,19.5989651,26.2167424,6,15,151
E01007178,1587,710,678,74,5.0535988,20.3272498,26.0869565,8,10,151
E01007248,1484,595,687,76,2.9505582,25.7565568,17.7897574,19,1,216
E01007250,1365,559,658,75,1.5775635,24.981685,18.4615385,0,6,179
E01007253,1591,742,690,80,2.4199844,18.628068,22.8158391,10,16,167
E01007254,1618,640,752,54,1.9316493,25.7884972,17.3671199,3,4,234
E01007115,1557,660,725,95,2.3715415,19.6015424,21.0019268,9,11,188
E01007138,1754,804,687,75,2.9282577,16.5906499,29.5324971,12,23,120
E01007139,1608,708,753,68,2.8081123,13.1546135,25,21,18,151
E01007141,1609,864,711,66,2.7456647,26.6334785,25.6059664,7,16,194
E01007289,1627,649,533,67,4.4091711,9.1911765,29.1333743,5,26,62
E01007111,1470,580,738,88,1.9339243,21.6530055,14.3537415,0,1,249
E01007112,1513,656,744,75,1.5974441,20.0925314,21.5465962,13,6,197
E01007113,1309,578,608,64,2.9304029,23.7366003,16.6539343,4,4,215
E01007114,1483,572,660,77,2.6714159,13.2928475,20.9710047,8,8,150
E01033800,1687,621,670,55,1.8455229,24.4536326,28.2157676,6,8,202
E01007311,1397,600,684,50,1.1754828,24.8567335,17.3228346,5,2,217
E01007104,1388,566,673,61,1.3611615,20.0432588,17.074928,9,10,291
E01006966,1653,714,718,68,3.6462374,16.1622276,22.323049,16,12,176
E01007202,1375,681,635,57,2.5510204,22.5054625,25.0909091,10,7,191
E01006946,1389,721,548,46,2.0441537,37.1490281,22.1022318,6,9,125
E01007074,1406,614,685,69,2.5854879,21.5198864,22.0483642,7,13,190
E01007109,1495,661,766,72,2.4610336,20.3877005,18.5953177,17,8,294
E01007314,1415,590,694,62,2.3767606,17.7840508,20,7,4,211
E01007125,1594,760,673,91,3.7296037,17.0532915,25.7214555,28,18,112
E01006972,1522,877,461,42,2.2932592,53.8764783,29.434954,10,8,156
E01007316,1491,596,681,81,1.3776337,23.3870968,17.2367539,7,7,213
E01007215,1472,745,489,67,4.9916805,25.2552757,32.7445652,14,12,115
E01007216,1548,711,669,84,3.6682616,18.1112549,25.3229974,22,6,167
E01007219,1495,599,651,84,2.3198012,15.7190635,26.8227425,8,10,144
E01007220,1394,594,487,113,6.1068702,11.3896848,28.0487805,15,20,90
E01007275,1428,642,590,74,3.0685921,15.1154654,28.0812325,19,22,112
E01007203,1927,842,970,89,2.864259,19.2107996,19.7716658,14,8,255
E01007205,1622,616,704,101,3.2414911,12.9012346,27.5585697,10,20,115
E01007210,2020,868,814,92,2.2006472,14.858841,27.029703,17,17,148
E01007309,1480,601,722,64,1.2820513,24.4745763,18.0405405,8,4,246
E01007212,1440,613,713,76,2.0458265,22.1681723,21.9444444,13,11,182
E01007213,1475,649,682,59,2.2870662,27.2603671,20.6779661,5,6,177
E01007214,1545,690,651,76,3.270646,17.7993528,25.7605178,17,9,141
E01007217,1675,847,763,77,2.8199566,16.4776119,25.2537313,27,25,159
E01007276,1487,595,660,80,2.3275862,16.2853297,24.2098184,13,15,136
E01007272,1424,596,494,63,3.751234,11.8930331,26.6853933,15,14,76
E01007273,1313,623,457,55,6.2124248,12.8224583,28.1797411,10,28,60
E01007274,1367,662,454,61,6.0869565,13.215859,31.8946598,13,22,72
E01007277,1389,602,528,61,3.597786,16.6546503,29.4456443,19,16,86
E01007278,1464,619,561,80,2.8756957,13.0553657,27.5956284,19,22,98
E01007204,1723,668,563,102,3.2939189,9.1120139,30.6442252,12,25,75
E01007206,1845,750,904,93,2.60631,13.7520303,22.9810298,13,17,215
E01007207,1408,680,448,54,3.2051282,21.6062544,35.7954545,6,23,67
E01007048,1652,622,695,107,5.4487179,9.5093882,23.2445521,11,20,128
E01007097,1493,644,700,54,2.4859663,28.6577181,17.8164769,8,6,209
E01007028,1414,605,675,55,2.233677,22.8490832,19.8019802,6,14,142
E01007209,1416,717,528,53,3.2618026,26.9964664,31.8502825,13,17,85
E01007269,1706,782,704,82,4.3576258,11.5023474,28.4290739,21,24,122
E01007270,1743,822,624,69,3.8834951,11.7545872,32.9317269,21,23,95
E01007271,1589,759,660,78,5.4892601,15.1038389,28.5714286,13,13,115
E01034836,1256,519,481,76,3.3695652,10.9076433,26.2738854,10,23,72
E01034837,1634,753,760,83,3.2407407,15.4506438,23.378213,15,16,134
E01007120,1374,538,542,79,2.1235521,14.1818182,24.5997089,6,16,126
E01007121,1481,680,516,79,6.2831858,11.8999324,27.9540851,11,18,55
E01007122,1556,752,531,97,5.1390059,13.5135135,31.1053985,13,23,65
E01007123,1603,669,631,59,3.9148936,12.3987539,26.0761073,22,26,82
E01007124,1687,689,528,76,4.0643522,12.8706999,30.5868405,8,39,71
E01007208,1663,754,707,86,2.696793,24.3990385,25.616356,13,12,161
E01007221,1472,646,669,64,1.5434606,23.2494901,21.4673913,10,14,160
E01007225,2098,885,979,67,1.3582343,27.6108727,20.3050524,9,13,272
E01007227,1522,676,634,89,3.0424339,20.5901639,30.5519054,17,10,121
E01007156,1519,671,740,90,1.9475655,24.4561635,25.6089533,13,18,198
E01007098,1640,717,779,54,2.2677396,26.2355095,19.2682927,9,5,255
E01007054,1325,602,576,50,4.2572464,20.5283019,25.1320755,14,10,148
E01006973,1559,679,512,70,2.3776224,44.6658098,26.8762027,2,6,208
E01007157,1495,601,770,84,1.8914474,16.1311914,17.1906355,5,14,183
E01007099,1531,686,614,60,1.3254786,40.1698236,25.4735467,7,10,220
E01007087,1337,617,551,50,5.9687787,15.7816006,29.2445774,14,24,98
E01006974,1502,664,614,54,3.2477341,34.7101932,16.045273,7,3,278
E01007029,1162,604,405,28,1.3133208,49.6974935,25.1290878,7,1,112
E01007158,1530,694,700,61,2.4012393,25.6376717,20.6535948,14,10,224
E01007065,1280,491,642,57,2.4131274,18.2955434,16.40625,2,4,153
E01006929,1483,618,728,90,2.4308466,17.4410774,18.6109238,6,15,176
E01007088,1239,598,587,43,3.2802249,18.7903226,27.1186441,5,15,140
E01007030,1556,636,773,64,2.7914614,16.6880616,19.344473,7,12,156
E01007159,1950,790,923,90,1.4101778,25.2956298,19.1282051,2,8,309
E01006930,1423,627,679,65,1.3961606,19.7609001,19.8875615,10,16,134
E01007090,1266,561,544,64,2.8513238,11.6719243,27.6461295,9,16,97
E01007066,1438,591,749,66,2.5316456,18.7456446,17.2461752,7,7,224
E01007036,1165,528,502,42,1.1753183,35.0214592,20.6008584,5,6,112
E01007127,1630,714,561,86,3.4825871,9.2411261,29.202454,14,32,69
E01006955,1594,630,851,93,2.3201856,15.4956085,16.6875784,11,10,268
E01007071,1413,587,681,62,1.8181818,27.5813296,17.9759377,7,7,250
E01006947,1372,619,606,58,1.907131,33.0415755,19.7521866,2,3,154
E01007128,1691,916,465,88,4.4476327,18.4397163,34.5357776,17,37,70
E01007072,1376,678,560,33,0.7431874,38.6511965,20.9302326,10,6,203
E01006931,1515,652,743,76,1.1093502,22.4274406,18.019802,6,6,224
E01007031,1370,578,635,62,2.0122485,23.4011628,18.2481752,8,7,166
E01006956,1578,791,871,84,3.5555556,12.4133585,18.6945501,25,14,271
E01007129,1448,722,561,66,3.5323802,12.2153209,29.9033149,16,17,115
E01007073,1242,485,640,59,1.6299137,21.900161,14.8953301,1,4,225
E01006932,1402,584,684,89,1.7298188,24.6252677,14.5506419,1,4,240
E01007032,1355,574,628,71,1.5831135,28.2127031,17.4169742,3,5,188
E01006958,1537,801,689,51,4.9612403,20.8062419,26.0897853,24,21,214
E01007133,1210,701,431,51,4.1176471,18.1141439,37.8512397,18,17,80
E01007020,1353,573,641,65,2.8648165,16.9253511,26.2379897,8,13,164
E01006933,1368,588,645,65,2.9223744,17.3119065,21.7105263,7,7,162
E01007033,1366,606,609,63,2.0761246,29.8168498,21.8155198,13,4,153
E01007102,1506,596,792,83,2.8145695,14.6746348,18.2602922,20,9,279
E01034838,1020,579,366,31,4.9469965,14.7058824,34.3137255,15,13,69
E01007022,1347,590,585,64,2.5112108,22.5925926,24.7216036,10,12,176
E01006920,1612,719,739,61,2.4737631,23.6793039,19.6650124,10,17,225
E01007035,1389,600,608,68,1.0682005,33.5729691,21.2383009,5,5,196
E01007103,1470,619,770,65,2.4650781,19.4425561,15.1020408,8,3,309
E01007023,1376,534,613,59,1.5775635,27.696793,15.6976744,4,8,216
E01006924,1458,667,564,76,2.9539531,20.4794521,27.7091907,5,17,122
E01006944,1743,935,519,35,1.8371096,52.0114943,38.1526104,15,16,147
E01006978,1318,565,690,56,1.9538188,21.8181818,19.3474962,11,7,210
E01006948,1446,672,482,52,1.787234,26.800554,31.2586445,10,21,107
E01034839,1041,738,491,42,6.7849687,14.2994242,33.8136407,26,11,133
E01006925,1821,699,787,105,3.4794711,16.8224299,20.8676551,6,22,161
E01006981,1385,595,543,68,4.7101449,17.3035328,27.2202166,7,23,102
E01007027,2021,902,916,65,1.4132278,32.4925816,17.6150421,5,4,381
E01006949,1500,765,527,51,0.984103,42.5333333,27.2,9,6,173
E01007224,1445,619,659,74,1.2355848,25.900277,18.6851211,1,11,174
E01006927,1690,797,716,94,1.7064846,30.3550296,21.7159763,10,18,201
E01006982,1279,541,643,62,2.7752081,21.9874804,22.2048475,11,14,155
E01007037,1567,714,786,54,1.2463343,28.99106,18.6981493,11,4,232
E01006951,1546,788,538,37,2.4578652,44.6601942,30.6597671,17,16,172
E01007226,1576,748,692,53,0.9406657,32.5507614,24.8096447,8,4,169
E01006921,1322,591,487,53,1.8072289,40.5753217,21.4826021,2,7,155
E01006983,1596,678,845,77,2.970297,15.5722326,18.5463659,15,18,222
E01007038,1620,658,762,58,1.5849057,21.7766811,20.7407407,9,15,234
E01007034,1295,558,594,43,1.2612613,31.8357862,18.1467181,3,3,197
E01007265,1346,527,650,65,1.5755329,18.3643123,17.8306092,6,7,175
E01006922,1444,598,562,48,1.2285012,36.3510712,20.2908587,1,1,210
E01006984,1280,501,472,70,5.3937433,11.6679718,26.015625,9,15,73
E01006945,1833,932,734,45,3.5670357,31.3147845,28.4233497,29,39,177
E01007299,1279,587,634,50,1.9607843,25.3322909,21.1102424,7,5,185
E01006952,1322,610,532,67,4.4239631,13.5503407,29.2738275,10,19,132
E01006923,1515,709,619,56,1.4200299,37.6237624,21.2541254,2,5,205
E01006950,1697,939,679,26,4.2300066,27.480916,34.0601061,21,41,126
E01007306,1558,731,775,56,0.8252063,24.5186136,21.0526316,9,6,214
E01006953,1446,704,653,63,3.0578512,17.8546713,26.1410788,17,12,150
E01006926,1740,739,681,119,0.9771987,35.8989087,16.5517241,1,3,253
E01006936,1434,753,600,31,2.2988506,39.1061453,21.4086471,10,9,236
E01006969,1492,718,689,69,3.1948882,17.8211163,23.9276139,24,30,125
E01006985,1370,588,596,61,0.676819,32.8467153,17.4452555,3,4,245
E01006937,1366,499,663,95,1.3824885,21.0989011,13.6163982,5,4,280
E01007297,1489,645,579,49,2.5283348,23.9247312,25.3861652,18,15,103
E01006957,1571,846,643,112,4.6863735,22.1092757,30.1718651,19,21,204
E01033094,1181,685,516,78,7.2410632,20.3389831,29.2972058,30,26,112
E01006986,1344,532,493,53,0.7853403,37.5833951,18.6011905,0,1,201
E01006938,1362,581,544,56,1.8502944,35.8033749,19.3832599,7,7,212
E01007298,1519,615,636,59,1.0819165,34.1688654,18.8940092,5,3,207
E01006959,1494,684,749,63,2.7195027,22.2222222,21.352075,14,9,241
E01033097,1171,635,603,47,3.8572806,21.5384615,22.8010248,36,46,90
E01006987,1204,526,482,52,0.2901354,35.8931553,16.6112957,1,3,190
E01006939,1477,699,750,71,1.350278,22.539036,18.6188219,8,8,283
E01007301,1563,711,722,69,1.5801354,27.2261371,19.5777351,5,7,200
E01033797,1126,642,405,31,4.1864891,32.1746881,35.1687389,39,23,81
E01006989,1245,536,443,49,1.0185185,38.88,21.3654618,2,6,174
E01006940,1425,640,630,68,1.8930041,29.8947368,19.0877193,11,6,277
E01007302,1926,901,925,64,3.1776913,18.824753,19.4184839,11,13,221
E01006977,2073,986,787,68,1.5186916,23.9423077,28.5094067,14,44,210
E01033798,1028,631,516,35,5.3937433,12.5486381,27.3346304,24,30,67
E01006943,1305,486,660,64,0.4694836,21.4559387,12.1072797,2,7,271
E01006990,1170,476,497,60,1.7276423,30.9075342,15.2136752,3,3,201
E01007305,1574,731,738,52,1.1169025,26.3492063,20.3303685,14,6,189
E01006976,1385,605,695,56,2.8947368,19.4664744,20.1444043,7,18,178
E01007055,1382,574,528,57,3.3041788,14.2547033,26.7004342,9,32,71
E01007083,1128,471,534,43,2.5751073,21.9081272,23.5815603,11,14,147
E01006988,1506,662,591,55,1.7871649,30.3856383,22.2443559,1,15,196
E01007014,1510,634,768,50,1.4342629,22.5977469,17.615894,6,9,225
E01007056,1643,676,799,86,2.6128266,14.8508825,18.746196,10,22,148
E01007119,1647,726,596,124,3.5313002,16.0291439,27.8688525,5,16,89
E01007085,1344,554,533,62,3.9844509,14.6993318,29.1666667,13,18,88
E01007079,1526,647,624,73,2.657555,36.0730594,18.2175623,4,8,247
E01007057,1494,655,696,53,2.6724138,15.9197324,19.9464525,13,22,160
E01007047,1538,720,628,74,3.286385,22.5911458,26.3328999,13,8,128
E01007161,1543,638,692,83,1.9747235,22.9423202,20.4147764,10,11,161
E01007086,1176,497,435,57,3.2224532,21.8351742,34.7789116,12,13,80
E01007080,1439,629,612,55,2.1150592,28.3727399,19.7359277,7,8,197
E01033095,2471,1015,1344,107,2.9265873,16.2216828,14.5690004,12,13,392
E01007162,1451,538,530,90,3.6654135,12.8965517,28.049621,6,16,64
E01007091,1199,595,487,58,2.8320313,25.2710592,25.5212677,12,10,100
E01007081,1584,761,668,56,1.6224189,35.6060606,19.9494949,3,9,268
E01007062,1429,608,726,72,2.0134228,18.6713287,16.5850245,7,18,181
E01007004,1414,660,558,59,5.0139276,12.8440367,25.8132956,14,37,96
E01007300,2260,928,961,101,2.9685681,14.4056562,24.5132743,10,27,152
E01006991,1447,599,597,74,1.461039,33.218232,16.0331721,5,6,223
E01007092,1131,490,409,48,2.2805017,17.5221239,30.0618921,10,13,78
E01007063,1500,621,794,82,2.0242915,17.4116077,17.7333333,15,14,203
E01007005,1435,680,568,48,3.0797101,15.2719665,25.3658537,9,19,103
E01007155,1693,991,749,58,4.0951123,24.6308328,32.7820437,31,11,180
E01006992,1277,510,577,58,2.3076923,23.7089202,17.0712608,5,8,211
E01006979,1314,600,498,67,4.6198268,13.6641221,26.5601218,8,22,80
E01007058,1525,666,771,76,2.2058824,14.6037983,18.8196721,20,28,150
E01007011,1479,688,552,93,5.1197358,14.3534191,32.4543611,9,36,113
E01007160,1609,818,737,60,2.209551,24.7980112,23.0577999,9,8,240
E01006993,1416,587,588,60,1.7456359,32.8863797,17.5141243,2,3,215
E01006980,1288,620,560,50,4.1353383,15.4024768,29.8136646,6,20,101
E01007059,1561,629,771,90,1.9968051,16.4849262,17.8731582,7,7,177
E01007016,1789,772,810,74,4.5357902,11.3534676,24.4270542,18,31,162
E01007240,1609,897,745,60,2.8472222,24.9534451,28.5891858,18,9,214
E01007078,1504,636,633,69,1.1664075,32.6014637,19.7473404,6,2,222
E01007060,1479,594,652,62,2.044293,20.4468517,27.3833671,11,13,137
E01007017,1554,753,648,60,3.6824877,14.8267009,26.4478764,14,25,120
E01007241,1366,707,509,41,1.4681892,42.3245614,24.5241581,10,1,162
E01007242,1666,870,803,62,2.0422056,31.3173653,19.6878752,9,6,302
E01007075,1315,602,566,54,1.598579,33.3333333,22.1292776,8,7,150
E01007061,1477,589,755,71,2.284264,15.0777552,18.8219364,6,26,169
E01007019,1449,615,550,72,4.8957389,11.0881543,27.605245,11,23,89
E01007130,1789,716,668,93,4.1341654,8.4593838,20.4024595,18,28,100
E01007076,1564,631,755,81,1.5479876,23.0966091,15.4731458,11,7,262
E01007024,1050,508,350,48,3.1425365,25.0714967,35.9047619,10,8,73
E01007064,1326,478,623,68,2.3386342,17.2699849,19.4570136,2,5,195
E01007049,2149,895,1094,138,2.6210826,14.3988816,20.1954397,13,13,277
E01007131,1683,766,683,89,3.4482759,13.0279595,31.2537136,22,18,98
E01007077,1423,590,671,83,2.3648649,21.5438596,15.3900211,9,8,223
E01007026,1181,534,496,48,2.3109244,18.0661578,25.2328535,10,12,114
E01006934,1459,664,699,62,3.9473684,20.3157172,20.2878684,11,9,195
E01007050,1248,472,602,66,2.3278371,20.5128205,22.9967949,7,9,174
E01007179,1283,652,524,58,3.3783784,11.847233,30.0077942,24,17,93
E01007082,1290,603,582,69,2.3235031,30.0309598,18.7596899,8,3,180
E01007089,1449,666,572,63,4.3589744,18.7543253,28.7784679,17,21,124
E01006970,2187,950,1065,140,4.0816327,17.7330896,22.267947,18,91,226
E01007051,1303,519,502,48,4.4955045,17.2943889,26.5541059,12,14,98
E01007291,1632,857,640,65,4.1634541,12.829957,31.9240196,24,27,132
E01007021,1256,534,540,51,1.8286814,28.4235669,14.0127389,5,2,200
E01006994,1764,740,818,99,3.125,14.382786,19.4444444,21,29,171
E01007052,1325,547,528,73,4.3269231,14.8343373,24.0754717,9,17,94
E01007292,1551,723,599,68,3.3557047,11.2113402,28.9490651,9,25,85
E01007025,1306,532,623,55,1.910828,26.8610898,17.151608,6,7,225
E01006996,1852,770,860,105,3.335557,15.6300703,22.0302376,20,35,185
E01006964,1652,708,656,100,6.3165906,12.4848485,24.1525424,19,45,117
E01007229,1653,733,839,60,1.6296296,16.1524501,22.6255293,21,3,264
E01007294,1438,678,630,50,3.3851784,10.8635097,23.4353268,14,19,111
E01007105,1579,737,775,94,1.6248154,25.2058265,18.4293857,8,8,267
E01006998,1577,684,787,81,2.7463651,14.5581691,20.7355739,17,27,152
E01007003,1210,579,486,38,5.9837728,17.3410405,30,13,22,79
E01007230,1240,564,551,58,1.3422819,22.0789686,23.1451613,17,6,195
E01007180,1542,683,717,83,3.1897927,17.1763175,22.6329442,9,13,151
E01007106,1772,740,903,87,2.9391183,17.3986486,16.8171558,2,9,297
E01007006,1405,617,501,88,5.8023572,14.468995,28.8256228,14,23,103
E01007231,1558,726,708,59,2.5185185,25.7069409,26.4441592,14,6,244
E01007181,1512,695,688,66,3.7251656,16.3804491,23.0820106,23,15,140
E01007107,1356,483,685,62,1.3673655,21.5180545,16.1504425,10,7,236
E01007237,1595,936,593,29,2.9881862,35.1130653,31.8495298,23,12,198
E01007239,1650,802,753,98,3.1710914,13.3252574,27.5151515,10,24,223
E01007238,1551,933,677,64,3.5481535,24.4358478,33.3978079,20,17,181
E01007243,1537,813,722,55,1.9736842,29.4729993,21.5354587,17,7,249
E01007218,1523,680,651,81,3.8746908,16.3385827,24.0971766,15,13,132
E01007108,1543,601,797,98,1.3460016,19.1682911,15.8133506,8,9,272
E01007232,1564,634,655,71,2.4444444,24.2811502,29.9872123,4,17,217
E01007039,1289,517,614,92,1.5180266,18.6821705,20.5585725,3,5,173
E01007233,1702,757,781,89,3.1406138,17.498532,25.6169213,22,9,225
E01007040,2067,836,1070,113,1.9767442,17.7552008,18.5292695,16,17,328
E01007169,1687,746,799,57,1.1021308,20.5219454,22.7622999,13,14,175
E01007116,1469,659,703,51,1.0126582,23.6177474,18.4479238,8,6,205
E01007280,1692,726,799,78,1.4935989,24.6017699,16.3120567,9,5,242
E01007284,1633,685,705,60,1.1904762,30,17.1463564,9,3,284
E01007285,1445,625,601,65,1.6447368,31.2066574,19.9307958,6,6,196
E01007287,1834,853,781,59,1.7554859,34.8608838,25.5725191,7,9,190
E01007183,1253,521,578,44,1.9398642,24.7011952,18.3559457,3,4,185
E01007255,1517,677,727,68,1.8838305,23.1788079,18.4574819,8,2,223
E01007256,1540,756,578,47,0.952381,41.1802853,21.1688312,6,8,180
E01007279,1574,659,776,69,2.4922118,21.7557252,16.8360864,7,8,230
E01007286,1450,632,623,71,1.9279128,25.5540166,19.7931034,7,3,182
E01007110,1596,730,760,63,2.0014826,26.7879548,17.2932331,11,6,255
E01007117,1634,629,848,92,2.0849421,15.9411404,13.4026928,9,4,248
E01007118,1487,627,647,78,2.274642,16.6329966,27.5722932,9,18,153
E01007151,1525,645,721,62,1.088647,24.9672346,18.6885246,8,5,256
E01007154,1487,612,678,88,2.2617124,23.7231183,19.3678547,4,6,229
E01007142,1900,857,891,64,2.1791768,28.6993154,21.2105263,9,10,347
E01007143,1974,800,1028,89,2.2178735,11.1392405,19.0982776,8,13,237
E01007152,1590,781,699,70,2.1561338,26.6624843,23.836478,9,9,228
E01007153,1488,623,565,69,1.8563358,28.2154882,27.688172,8,15,163
E01034840,1402,651,722,53,2.2065313,14.1428571,19.828816,14,13,169
E01034841,1365,566,838,44,1.842871,4.8210373,9.8901099,3,3,225
E01007182,1525,717,578,66,1.7774343,34.5800525,17.5081967,7,9,247
E01007184,1452,670,649,67,1.5175719,30.3030303,20.1790634,6,4,228
E01007185,1595,721,823,74,2.1228203,19.1222571,16.8025078,10,8,248
E01007192,1313,652,480,51,1.6593886,36.730038,23.3054075,2,2,159
E01007288,1638,762,691,81,1.4524328,28.8834951,25.030525,10,12,169
E01007144,1302,545,555,53,1.1586453,35.1226994,20.7373272,2,4,210
E01007145,1180,533,446,42,1.1673152,38.9830508,17.8813559,2,4,166
E01007146,1452,678,665,57,0.1612903,32.231405,15.9090909,6,4,219
E01007147,1405,613,589,60,1.2594458,31.2722104,17.2953737,5,1,214
E01007148,1643,655,657,61,2.3038157,30.7739183,15.3377967,1,1,238
E01007135,1563,666,748,72,2.3343373,25.3358925,19.8976328,5,11,212
E01007136,1642,694,711,82,2.2515528,15.4595253,26.1875761,4,28,130
E01007137,1648,786,745,91,2.5055269,19.7695573,26.2135922,19,21,169
E01007170,1631,721,759,60,0.8011653,27.8969957,17.8418148,5,9,241
E01007186,1489,643,652,68,1.2738854,30.8882907,14.9764943,2,2,244
E01007187,1454,646,609,39,2.0634921,34.5942228,13.823934,2,0,279
E01007188,1470,623,653,71,1.5224359,30.0746775,15.170068,2,5,250
E01007189,1548,707,615,70,0.952381,39.2649903,17.3126615,1,6,235
E01007190,1515,642,590,60,1.0132502,36.3337714,12.1452145,0,4,258
E01007191,1364,539,567,67,1.3227513,31.4013206,13.1231672,0,1,261
E01007149,1461,624,655,72,0.2437043,31.6040956,16.4271047,3,5,221
E01007150,1341,569,644,50,2.1447721,25.4667662,15.5108128,6,3,187
E01007165,1207,548,516,38,1.3565891,34.8509934,18.9726595,6,3,127
E01007171,1541,612,760,69,2.2292994,22.3880597,15.1849448,6,3,220
E01007172,1424,643,551,49,1.9917012,34.9719101,18.8904494,6,4,192
E01007164,1834,759,966,96,1.9397993,15.8954818,17.1210469,11,11,283
E01007166,1388,624,633,63,1.0143702,30.0578035,16.7867435,7,3,165
E01007167,1559,633,715,85,3.3198381,16.9023136,22.8351507,6,14,152
E01007168,1660,737,723,89,2.2171254,17.6895307,26.0843373,9,17,152
